Time,Objective Value,Best Bound
0.14739566700882278,1e+100,-3103024924767.4746
0.19252966699423268,79654796815.66417,-3103024924767.4746
0.28297995901084505,79654796815.66417,0.007898588664829731
0.3748425419908017,75170800040.67477,0.007898588664829731
0.4055425839906093,75170800040.67477,0.07874065544456244
0.6307009999873117,54932927974.63155,0.07874065544456244
0.8322783340117894,54932927974.63155,0.08587795402854681
1.0343400420097169,54927298409.241905,0.08587795402854681
1.0616797500115354,54766464950.42334,0.08587795402854681
1.2983413749898318,54754968734.506516,0.08587795402854681
1.4878993750025984,54752325606.349655,0.08587795402854681
1.6861005419923458,54751415567.81938,0.08587795402854681
2.3098769999924116,54748913141.00914,0.08587795402854681
2.3643480419996195,54748913141.00914,22715838969.448845
2.407062666985439,54748913141.00914,54741169361.53836
2.4317067500087433,54748913141.00914,54741626273.56149
2.5655467089964077,54748913141.00914,54741631086.57776
2.699573708989192,54748913141.00914,54741719060.90564
