Time,Objective Value,Best Bound
0.1334080829983577,1e+100,-3459520406922.6494
0.17558974999701604,91956460804.47632,-3459520406922.6494
0.27753875000053085,91956460804.47632,-0.012200944956212063
0.37078041600761935,90341180757.66504,-0.012200944956212063
0.5524667499994393,53388857374.061935,-0.012200944956212063
0.5694313749845605,53388857374.061935,-0.00807799100809005
0.6121676249895245,53388857374.061935,-0.003192317485140832
0.6707559580099769,53388857374.061935,0.0009580731398591679
0.7437875409959815,53388007018.28093,0.0009580731398591679
0.7765227080089971,53388007018.28093,0.002007591725064246
1.068273249984486,53388007018.28093,0.002525913716031043
1.1759573750023264,53388007018.28093,0.010336983204556434
1.568603207997512,53381108967.578415,0.010336983204556434
2.0645814999879804,53379160982.71074,0.010336983204556434
2.8198890830099117,53365470487.01927,67269417.9968279
4.696308832993964,53365081969.83111,67269417.9968279
4.871065957995597,53364583011.5103,67269417.9968279
6.3962577909987886,53363120764.004196,67269417.9968279
6.398811499995645,53362150952.33769,67269417.9968279
7.477861249994021,53361177436.973495,67269417.9968279
7.821462457999587,53360859333.9669,67269417.9968279
7.824221374990884,53360264797.32823,67269417.9968279
14.966156290989602,53358325563.01451,67269417.9968279
15.759051708009792,53358227814.66832,67269417.9968279
15.761749750003219,53357599971.890976,67269417.9968279
18.09168016599142,53357422281.27672,67269417.9968279
18.956740958004957,53356784699.53844,67269417.9968279
19.593177208007546,53356621516.96666,67269417.9968279
19.595360790990526,53356580721.32457,67269417.9968279
19.597902540990617,53355980710.45323,67269417.9968279
19.60018549999222,53355776732.23839,67269417.9968279
44.72775737498887,53355776732.23839,53354931120.15114
44.8330542499898,53355776732.23839,53354941095.53131
44.935905541002285,53355776732.23839,53354941095.531906
45.04839945799904,53355776732.23839,53355136576.997795
45.20532620800077,53355776732.23839,53355155042.75866
46.741892707999796,53355776732.23839,53355156113.08817
46.74269383298815,53355776732.23839,53355156935.52823
46.74331412499305,53355776732.23839,53355158467.72891
46.74418183299713,53355776732.23839,53355158977.46683
46.745153208001284,53355776732.23839,53355159363.52626
46.74560416600434,53355776732.23839,53355160448.6297
46.74573979098932,53355776732.23839,53355161548.7188
46.74593020800967,53355776732.23839,53355163104.970764
46.8094334579946,53355776732.23839,53355164047.00235
46.81102708299295,53355776732.23839,53355164047.002365
46.81138174998341,53355776732.23839,53355164178.80046
46.813007374992594,53355776732.23839,53355164221.100235
46.814562790998025,53355776732.23839,53355164273.2682
46.81661991600413,53355776732.23839,53355164638.25102
46.81832749999012,53355776732.23839,53355164803.67101
46.82091087498702,53355776732.23839,53355164803.67102
46.821057749999454,53355776732.23839,53355164812.61165
46.82397179098916,53355776732.23839,53355165527.0005
46.82412016598391,53355776732.23839,53355166154.73126
46.824133415997494,53355776732.23839,53355167664.85193
46.82469849998597,53355776732.23839,53355168987.37131
46.82503204100067,53355776732.23839,53355169291.575516
46.88338929100428,53355776732.23839,53355170634.46674
46.88427870799205,53355776732.23839,53355171414.73335
46.88489595800638,53355776732.23839,53355171414.73337
46.884943999990355,53355776732.23839,53355171706.2876
46.885844290984096,53355776732.23839,53355171845.35939
46.88677137499326,53355776732.23839,53355172001.80233
46.88790949998656,53355776732.23839,53355172194.657364
46.887918207998155,53355776732.23839,53355172538.20214
46.88890837499639,53355776732.23839,53355172590.370094
46.889763499988476,53355776732.23839,53355172590.3701
46.88996337499702,53355776732.23839,53355173317.75108
46.89015900000231,53355776732.23839,53355173703.45703
46.89017870798125,53355776732.23839,53355174937.54596
46.95228329100064,53355776732.23839,53355175780.57863
46.95338525000261,53355776732.23839,53355175998.24869
46.95454895799048,53355776732.23839,53355176097.680855
46.95534183300333,53355776732.23839,53355176097.68086
46.95535733300494,53355776732.23839,53355176620.37511
46.9562421249866,53355776732.23839,53355176633.502075
46.95712862498476,53355776732.23839,53355176633.50208
46.95714549999684,53355776732.23839,53355176717.045334
46.95828824999626,53355776732.23839,53355176841.28136
46.95958608298679,53355776732.23839,53355177787.391525
46.96004837498185,53355776732.23839,53355177980.24657
46.96034120800323,53355776732.23839,53355178670.41489
46.960952166002244,53355776732.23839,53355178962.6868
46.96107237500837,53355776732.23839,53355179151.24671
47.01583804099937,53355776732.23839,53355179273.558815
47.016920082998695,53355776732.23839,53355179273.55882
47.01794229098596,53355776732.23839,53355179659.26477
47.01795179100009,53355776732.23839,53355179809.363525
47.01907745798235,53355776732.23839,53355179815.96308
47.02034720798838,53355776732.23839,53355179815.96309
47.02085020800587,53355776732.23839,53355180003.16901
47.02204637500108,53355776732.23839,53355180138.27834
47.023386582994135,53355776732.23839,53355180163.08403
47.02495399999316,53355776732.23839,53355180211.94943
47.025780708005186,53355776732.23839,53355181272.65215
47.02617712499341,53355776732.23839,53355181830.95836
47.02654449999682,53355776732.23839,53355182344.36165
47.08601016600733,53355776732.23839,53355182344.361664
47.08605449998868,53355776732.23839,53355183023.85086
47.088290624989895,53355776732.23839,53355183047.221436
47.08962379099103,53355776732.23839,53355183047.22145
47.08990204098518,53355776732.23839,53355183400.65922
47.09142966600484,53355776732.23839,53355183711.97046
47.092955458007054,53355776732.23839,53355184097.68054
47.09329908300424,53355776732.23839,53355184642.859795
47.094897832983406,53355776732.23839,53355184667.48767
47.096504290995654,53355776732.23839,53355184719.65562
47.09840849999455,53355776732.23839,53355184719.655624
47.098448790988186,53355776732.23839,53355185716.68949
47.09882904100232,53355776732.23839,53355186034.355415
47.09942004099139,53355776732.23839,53355186176.14006
47.15663658300764,53355776732.23839,53355186819.69198
47.157587041001534,53355776732.23839,53355187372.45884
47.15844387499965,53355776732.23839,53355187488.6268
47.15937033298542,53355776732.23839,53355188110.79009
47.16032683299272,53355776732.23839,53355188120.91177
47.16102079098346,53355776732.23839,53355188254.23607
47.16187466599513,53355776732.23839,53355188549.32951
47.162870083004236,53355776732.23839,53355189314.9388
47.16305658299825,53355776732.23839,53355190103.11829
47.16321958298795,53355776732.23839,53355190563.67904
47.22376041600364,53355776732.23839,53355190563.67905
47.223957332986174,53355776732.23839,53355190657.05842
47.224952832999406,53355776732.23839,53355190849.91345
47.22496104100719,53355776732.23839,53355190990.45451
47.2260827079881,53355776732.23839,53355191163.82101
47.227250458003255,53355776732.23839,53355191163.821014
47.22750629100483,53355776732.23839,53355191331.861046
47.22850108300918,53355776732.23839,53355191590.01449
47.2294092910015,53355776732.23839,53355191659.370255
47.23054137500003,53355776732.23839,53355191967.4673
47.23127570800716,53355776732.23839,53355191967.467316
47.231329415983055,53355776732.23839,53355193127.9718
47.28933195798891,53355776732.23839,53355193127.97181
47.28938974998891,53355776732.23839,53355193805.40357
47.290394999989076,53355776732.23839,53355194637.97007
47.2912161249842,53355776732.23839,53355194637.97008
47.29137795799761,53355776732.23839,53355194896.90516
47.29243966599461,53355776732.23839,53355194949.073135
47.29347962499014,53355776732.23839,53355194979.87198
47.29439575001015,53355776732.23839,53355195283.36743
47.29532666600426,53355776732.23839,53355195917.0605
47.2962750410079,53355776732.23839,53355195917.06052
47.29682833299739,53355776732.23839,53355196523.50173
47.297045415994944,53355776732.23839,53355196852.029
47.297283874999266,53355776732.23839,53355197536.13771
47.29756183299469,53355776732.23839,53355197782.54013
48.115370332991006,53355776732.23839,53355376428.96477
48.13237649999792,53355776732.23839,53355386709.48044
48.137366374983685,53355776732.23839,53355521390.69508
48.13981008299743,53355776732.23839,53355534916.24199
48.14125608300674,53355776732.23839,53355535465.4933
48.144541540998034,53355776732.23839,53355535735.8775
48.16127108299406,53355776732.23839,53355539564.11918
48.16765183300595,53355776732.23839,53355539629.540886
48.16894908298855,53355776732.23839,53355539680.98187
48.1946936660097,53355776732.23839,53355539795.73485
48.194707207992906,53355776732.23839,53355539942.080536
48.19522283299011,53355776732.23839,53355548565.299835
48.195267458009766,53355776732.23839,53355562962.18864
