Time,Objective Value,Best Bound
0.18931929097743705,1e+100,-4340071535544.1377
0.24794804098200984,120866324492.762,-4340071535544.1377
0.34880245800013654,120866324492.762,0.0019816311541944742
0.4596300830016844,108489127262.98856,0.0019816311541944742
0.6281420829764102,79160587718.82889,0.0019816311541944742
1.070274875004543,79137424897.0925,0.0019816311541944742
3.1786764159915037,79125394276.93352,0.0019816311541944742
3.564851999981329,79115949794.55647,0.0019816311541944742
5.916555082978448,79105680545.15695,0.0019907156314477323
9.624378582986537,79105587746.85178,0.0019907156314477323
19.096014582988573,79105477918.25021,0.0019907156314477323
23.045434208004735,79105385111.36679,0.0019907156314477323
23.049707165977452,79105208230.98044,0.0019907156314477323
24.469149707991164,79104938543.70908,0.0019907156314477323
27.764796999981627,79104783863.5261,0.0019907156314477323
31.647891000000527,79104586894.63205,0.0019907156314477323
65.33453191598528,79104586894.63205,53716969538.6805
65.6405974579975,79104586894.63205,79104196630.09613
65.64636070799315,79104586894.63205,79104197336.46928
66.21126370798447,79104586894.63205,79104198699.64993
66.21132087497972,79104586894.63205,79104199914.19548
66.22096420798334,79104586894.63205,79104202931.75993
66.22489104099805,79104586894.63205,79104206044.92096
66.24380895798095,79104586894.63205,79104215822.76424
66.24759066599654,79104586894.63205,79104249933.1514
66.63273004099028,79104586894.63205,79104338095.38145
66.63274229099625,79104586894.63205,79104338488.36082
66.78288470799453,79104586894.63205,79104345775.63414
66.7839402499958,79104586894.63205,79104346942.05211
66.78444341599243,79104586894.63205,79104350678.93518
66.78476370798307,79104586894.63205,79104350707.72372
66.78546233297675,79104586894.63205,79104351131.45886
66.90881108300528,79104586894.63205,79104359408.1619
66.91042174998438,79104586894.63205,79104363584.15297
66.91111937499954,79104586894.63205,79104366162.35384
66.91112720800447,79104586894.63205,79104367304.21584
66.91171670798212,79104586894.63205,79104367304.21585
66.91174891599803,79104586894.63205,79104368680.25613
66.91218625000329,79104586894.63205,79104369919.71614
66.91250779098482,79104586894.63205,79104370004.4631
66.91259341599653,79104586894.63205,79104370340.2693
67.0186606249772,79104586894.63205,79104372331.95706
67.01910837498144,79104586894.63205,79104372571.67783
67.01951949999784,79104586894.63205,79104373240.27124
67.02006208300008,79104586894.63205,79104374753.29355
67.02044266599114,79104586894.63205,79104375355.35176
67.29846716599423,79104586894.63205,79104376245.55646
67.2999849159969,79104586894.63205,79104376528.97061
67.3000557909836,79104586894.63205,79104377010.66914
67.30006312500336,79104586894.63205,79104377105.9106
67.30007041597855,79104586894.63205,79104377299.51155
67.30011629097862,79104586894.63205,79104377312.96268
67.75442829099484,79104586894.63205,79104381061.18378
67.92296587498276,79104586894.63205,79104382350.26352
67.92311037497711,79104586894.63205,79104382944.22247
67.92431416598265,79104586894.63205,79104382944.71881
67.92502199998125,79104586894.63205,79104383921.7951
68.09254791599233,79104586894.63205,79104383938.22444
68.09666129099787,79104586894.63205,79104383951.6756
68.09667058297782,79104586894.63205,79104384033.26088
68.097173999995,79104586894.63205,79104384157.90858
68.23990870799753,79104586894.63205,79104385394.01181
68.24156558298273,79104586894.63205,79104385493.92303
68.24329683298129,79104586894.63205,79104385523.73592
68.24466779100476,79104586894.63205,79104386257.69214
68.24642479099566,79104586894.63205,79104386345.04523
68.24852708299295,79104586894.63205,79104386600.95522
68.25019991598674,79104586894.63205,79104386600.95523
68.25057495798683,79104586894.63205,79104386907.03412
68.2530712079897,79104586894.63205,79104386938.32664
68.38827345799655,79104586894.63205,79104387487.32196
68.38965937498142,79104586894.63205,79104387720.95308
68.39170587499393,79104586894.63205,79104387910.21147
68.39321433298755,79104586894.63205,79104387931.26785
68.39409537499887,79104586894.63205,79104388006.77005
68.39518962497823,79104586894.63205,79104388129.21526
68.396632916003,79104586894.63205,79104388169.18369
68.5440072909987,79104586894.63205,79104388745.07837
68.5450636659807,79104586894.63205,79104388815.29387
68.5460186249984,79104586894.63205,79104388995.15407
68.54703933300334,79104586894.63205,79104389074.54672
68.5484450829972,79104586894.63205,79104389338.46362
68.54935579097946,79104586894.63205,79104389400.04073
68.55127174998051,79104586894.63205,79104389497.00745
68.55278720799834,79104586894.63205,79104389497.00746
68.55285149998963,79104586894.63205,79104390220.7247
68.55286170798354,79104586894.63205,79104390671.9738
74.5830364159774,79104586894.63205,79104390912.82541
74.58719862499856,79104586894.63205,79104391002.64893
74.59077883299324,79104586894.63205,79104391087.39595
74.59189379098825,79104586894.63205,79104391273.09637
74.59200254100142,79104586894.63205,79104391273.0964
74.59222699998645,79104586894.63205,79104391291.35501
74.59447979100514,79104586894.63205,79104391327.70229
74.59813404097804,79104586894.63205,79104391487.00699
74.67071887498605,79104586894.63205,79104391702.95694
74.67215233299066,79104586894.63205,79104391808.11432
74.67367420799565,79104586894.63205,79104392016.6337
74.67422379099298,79104586894.63205,79104392028.73384
74.74048766598571,79104586894.63205,79104392028.73389
74.74260137497913,79104586894.63205,79104392422.95956
74.74303695798153,79104586894.63205,79104392451.63057
74.7443609579932,79104586894.63205,79104392460.42531
74.7458412499982,79104586894.63205,79104392461.34076
74.74781004097895,79104586894.63205,79104392565.5827
74.74925387499388,79104586894.63205,79104392566.49814
74.75095341599081,79104586894.63205,79104392887.13564
74.75239779098774,79104586894.63205,79104392936.52803
74.81571470797644,79104586894.63205,79104393147.09775
74.81727587498608,79104586894.63205,79104393322.87839
74.81815787497908,79104586894.63205,79104393388.35057
74.8191083749989,79104586894.63205,79104393473.89688
74.8926877079939,79104586894.63205,79104393580.897
74.89469879100216,79104586894.63205,79104393686.0544
74.8961809159955,79104586894.63205,79104393689.3491
74.8976339159999,79104586894.63205,79104393691.54852
74.89923162499326,79104586894.63205,79104393720.83308
74.90271408300032,79104586894.63205,79104393743.06854
74.90360545797739,79104586894.63205,79104393784.97636
74.96964779100381,79104586894.63205,79104393796.43974
75.04238733300008,79104586894.63205,79104394070.3544
75.12061441599508,79104586894.63205,79104394553.73543
75.20578108300106,79104586894.63205,79104395074.27228
