Time,Objective Value,Best Bound
0.1439177499851212,1e+100,-3304966168423.527
0.1861764169880189,86541001750.75256,-3304966168423.527
0.30111474997829646,86541001750.75256,0.028182416688650846
0.39540741697419435,84920258297.8158,0.028182416688650846
0.4481047079898417,58059330533.64586,0.05945003032684326
0.5152084579749499,57956871806.59905,0.05969417095184326
0.5659532499848865,57956871806.59905,0.08033549785614014
0.6124012919899542,57951071571.16448,0.09285151958465576
1.114665499975672,57946375804.37873,0.09285151958465576
1.4556880829914007,57946068478.98249,0.09285151958465576
1.63351916699321,57945892866.19636,0.09285151958465576
1.8369180829904508,57945860565.275215,0.11242249409248414
1.8703646669746377,57945417262.35871,0.11242249409248414
2.115551916998811,57945251691.00056,0.11242249409248414
2.3535539579752367,57945206472.56013,0.11242249409248414
2.425978874991415,57945170322.141914,0.11242249409248414
2.746230332995765,57945170322.141914,22472100851.170498
2.855116041988367,57943617550.71931,29097419065.901196
2.890706082980614,57943617550.71931,57936896879.05864
2.9795742919959594,57943617550.71931,57936934846.667885
3.1025149999768473,57943617550.71931,57936937712.903175
3.122929374978412,57943617550.71931,57937076648.183395
3.2626814169925638,57942647474.50559,57937084816.95591
3.3374227499880362,57942647474.50559,57937085180.60576
3.44575345798512,57942647474.50559,57937093349.37827
3.465272957982961,57942647474.50559,57937099037.65855
3.8027266249991953,57939320967.12208,57937099037.65855
3.915249582991237,57939320967.12208,57937103297.383156
4.021449249994475,57939320967.12208,57937106963.99895
4.0216895419871435,57939320967.12208,57937111563.41433
4.098387499980163,57939320967.12208,57937112409.847244
4.098439124994911,57939320967.12208,57937114276.52257
4.126588666986208,57939320967.12208,57937116912.00466
4.126661749993218,57939320967.12208,57937119725.28928
5.813152874994557,57939319198.52979,57937119725.28928
8.012113166972995,57939188425.424324,57937119725.28928
11.511135707987705,57938906604.635994,57937119725.28928
11.515942124999128,57938337665.50865,57937119725.28928
20.857452124997508,57938337665.50865,57937122991.85227
20.85747870799969,57938337665.50865,57937124962.919426
20.857486582972342,57938337665.50865,57937126024.46875
20.861915749992477,57938235766.05699,57937126024.46875
29.748367374995723,57938235766.05699,57937190940.03986
29.827045666985214,57938235766.05699,57937195842.944145
29.945460041984916,57938235766.05699,57937219490.24457
29.97355262498604,57938235766.05699,57937223140.80711
30.07505995797692,57938235766.05699,57937234501.60593
30.171850124985212,57938235766.05699,57937236156.15178
30.184821457980433,57938235766.05699,57937239537.485565
30.2141567079816,57938235766.05699,57937239930.29009
30.222562207985902,57938235766.05699,57937240183.805954
30.311712707974948,57938235766.05699,57937253984.1189
30.327345582976704,57938235766.05699,57937254947.96133
30.336323332972825,57938235766.05699,57937254947.96135
30.445598207996227,57938235766.05699,57937269381.35625
30.471344124991447,57938235766.05699,57937269806.6421
30.4844286669977,57938235766.05699,57937270035.11711
30.567944457987323,57938235766.05699,57937280769.384834
30.66379112499999,57938235766.05699,57937281219.81147
30.677088541997364,57938235766.05699,57937281927.62482
30.712008082977263,57938235766.05699,57937282650.399605
30.723433749983087,57938235766.05699,57937284255.820595
30.809780416981084,57938235766.05699,57937287319.860596
30.821415207989048,57938235766.05699,57937287388.5154
32.36553274997277,57938235766.05699,57937287502.15748
32.365579332981724,57938235766.05699,57937287832.82861
32.387113916978706,57938235766.05699,57937288178.663826
32.42568283298169,57938235766.05699,57937288265.227684
32.45175629199366,57938235766.05699,57937288856.46963
32.529726041975664,57938235766.05699,57937288863.89503
32.57393879198935,57938235766.05699,57937288906.03389
32.617804624984274,57938235766.05699,57937289150.96957
32.617834832984954,57938235766.05699,57937289160.58451
32.701955166994594,57938235766.05699,57937289205.33354
32.79250129198772,57938235766.05699,57937289671.88449
37.718618041981244,57938235766.05699,57937289689.97972
37.724112666997826,57938235766.05699,57937291163.20027
51.612369374983246,57938235766.05699,57937293616.20879
55.311689749971265,57938235766.05699,57937295391.75081
55.31551249997574,57938235766.05699,57937295420.3052
56.759748832992045,57938235766.05699,57937299391.10609
56.782878207974136,57938235766.05699,57937304188.36484
56.79300916698412,57938235766.05699,57937305901.53751
56.79892341699451,57938235766.05699,57937307448.03841
56.837905749998754,57938235766.05699,57937414035.731636
56.88630262497463,57938235766.05699,57937415630.12327
56.89459479198558,57938235766.05699,57937425972.45309
56.906232291978085,57938235766.05699,57937427682.95853
56.94858462497359,57938235766.05699,57937436860.503914
56.96785537499818,57938235766.05699,57937438307.06055
56.97783391698613,57938235766.05699,57937440237.45437
57.044702874991344,57938235766.05699,57937450292.19741
57.114662291976856,57938235766.05699,57937451465.93694
57.12542129197391,57938235766.05699,57937452161.814964
57.14797770799487,57938235766.05699,57937453657.318214
57.15724558298825,57938235766.05699,57937454817.22106
57.21286395797506,57938235766.05699,57937455846.66764
57.228097374987556,57938235766.05699,57937457131.75491
57.23855591699248,57938235766.05699,57937457186.160255
57.3121089169872,57938235766.05699,57937458621.97242
57.345558207976865,57938235766.05699,57937459847.4758
57.442712457996095,57938235766.05699,57937470623.37192
57.45720379197155,57938235766.05699,57937472138.350685
57.572249291988555,57938235766.05699,57937477437.83508
57.601160582999,57938235766.05699,57937480733.66389
57.70848454197403,57938235766.05699,57937481593.9336
