,,10.7673742,10.7629255,10.7739642,10.7660019,10.7617045,10.7669801,10.7633206,10.7711949,10.7632631,10.763596,10.7685329,10.773744,10.7666452,10.7665933,10.7595067,10.7654687,10.7734467,10.7548169,10.7621197,10.7631969,10.7668523,10.772505,10.7716208
,x2 values,106.6435449,106.6511555,106.6477014,106.6427647,106.660033,106.6441154,106.6568198,106.6526136,106.6579999,106.6418318,106.6506599,106.6561642,106.6513222,106.6434903,106.6586227,106.6426321,106.6468814,106.640303,106.6575436,106.6599697,106.6533424,106.6575887,106.6412999
10.7567087,106.6394941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7565254,106.6436234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7614636,106.64012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7593456,106.658444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7703619,106.6445351,6,0,0,6,0,0,0,0,0,6,0,0,0,1,0,6,0,6,0,0,0,0,6
10.759967,106.658148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7623046,106.6589612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7603377,106.6464736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7633375,106.6459219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.762107,106.6443624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10.7673742,10.7629255,10.7739642,10.7660019,10.7617045,10.7669801,10.7633206,10.7711949,10.7632631,10.763596,10.7685329,10.773744,10.7666452,10.7665933,10.7595067,10.7654687,10.7734467,10.7548169,10.7621197,10.7631969,10.7668523,10.772505,10.7716208
,x3 values,106.6435449,106.6511555,106.6477014,106.6427647,106.660033,106.6441154,106.6568198,106.6526136,106.6579999,106.6418318,106.6506599,106.6561642,106.6513222,106.6434903,106.6586227,106.6426321,106.6468814,106.640303,106.6575436,106.6599697,106.6533424,106.6575887,106.6412999
10.7567087,106.6394941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7565254,106.6436234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7614636,106.64012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7593456,106.658444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7703619,106.6445351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10.759967,106.658148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7623046,106.6589612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7603377,106.6464736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7633375,106.6459219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.762107,106.6443624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
