,,10.7561853,10.7507684,10.7578583,10.7497136,10.7594661,10.7545639,10.7562856,10.7532821,10.7529853,10.7531244,10.7561573,10.7534287,10.7625216,10.7594959,10.7532853,10.761394,10.754974,10.7532842,10.7548033,10.7602147,10.7600767,10.7567477,10.7544595,10.7617262,10.749552,10.7583253,10.7555642,10.7564404,10.7590288,10.755444,10.7606215,10.7540201
,x2 values,106.6849879,106.6677408,106.6696293,106.6744841,106.6672206,106.6562754,106.6564091,106.6838729,106.6547702,106.6644546,106.6646141,106.6802478,106.6823262,106.6823795,106.6633449,106.6821834,106.6628224,106.6603784,106.6815201,106.6743805,106.6703622,106.6848366,106.6771327,106.6780309,106.6744578,106.6616928,106.6720911,106.6830475,106.6650448,106.6821963,106.6828759,106.6682737
10.754603,106.6820223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7557828,106.6811433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7592457,106.6805755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.761875,106.6786033,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0
10.7512956,106.6732201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7519665,106.6712751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7543024,106.669006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7563721,106.6759832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7588992,106.6692327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10.7561853,10.7507684,10.7578583,10.7497136,10.7594661,10.7545639,10.7562856,10.7532821,10.7529853,10.7531244,10.7561573,10.7534287,10.7625216,10.7594959,10.7532853,10.761394,10.754974,10.7532842,10.7548033,10.7602147,10.7600767,10.7567477,10.7544595,10.7617262,10.749552,10.7583253,10.7555642,10.7564404,10.7590288,10.755444,10.7606215,10.7540201
,x3 values,106.6849879,106.6677408,106.6696293,106.6744841,106.6672206,106.6562754,106.6564091,106.6838729,106.6547702,106.6644546,106.6646141,106.6802478,106.6823262,106.6823795,106.6633449,106.6821834,106.6628224,106.6603784,106.6815201,106.6743805,106.6703622,106.6848366,106.6771327,106.6780309,106.6744578,106.6616928,106.6720911,106.6830475,106.6650448,106.6821963,106.6828759,106.6682737
10.754603,106.6820223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7557828,106.6811433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7592457,106.6805755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.761875,106.6786033,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7512956,106.6732201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7519665,106.6712751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7543024,106.669006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7563721,106.6759832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7588992,106.6692327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
