,,10.7600344,10.7746961,10.7690361,10.766627,10.7722177,10.7711384,10.7827702,10.7676755,10.7724555,10.7692388,10.7628807,10.772603,10.7587813,10.7735378,10.7733261,10.7738546,10.7760147,10.7748635,10.7819773,10.7755157,10.7763574,10.7648988,10.764825,10.763216,10.7789338,10.7719958,10.7615592,10.767856,10.7802256,10.775879
,x2 values,106.6614982,106.6753244,106.6664552,106.6593453,106.6638098,106.6733844,106.6717205,106.6597567,106.6648811,106.6660626,106.6610445,106.657698,106.6652442,106.6658869,106.6685991,106.6653705,106.6673648,106.6748479,106.6626329,106.6724936,106.6819461,106.6733393,106.6741632,106.675506,106.6781081,106.665187,106.6751776,106.673861,106.6682219,106.6825219
10.7667504,106.6769701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7635656,106.6716514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.76155,106.669813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7601548,106.6661788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7648008,106.6629116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7627755,106.6617714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7667,106.667102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7666115,106.6719544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7681585,106.674124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7720427,106.6782222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7690264,106.6687554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10.7600344,10.7746961,10.7690361,10.766627,10.7722177,10.7711384,10.7827702,10.7676755,10.7724555,10.7692388,10.7628807,10.772603,10.7587813,10.7735378,10.7733261,10.7738546,10.7760147,10.7748635,10.7819773,10.7755157,10.7763574,10.7648988,10.764825,10.763216,10.7789338,10.7719958,10.7615592,10.767856,10.7802256,10.775879
,x3 values,106.6614982,106.6753244,106.6664552,106.6593453,106.6638098,106.6733844,106.6717205,106.6597567,106.6648811,106.6660626,106.6610445,106.657698,106.6652442,106.6658869,106.6685991,106.6653705,106.6673648,106.6748479,106.6626329,106.6724936,106.6819461,106.6733393,106.6741632,106.675506,106.6781081,106.665187,106.6751776,106.673861,106.6682219,106.6825219
10.7667504,106.6769701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7635656,106.6716514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.76155,106.669813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7601548,106.6661788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7648008,106.6629116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7627755,106.6617714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7667,106.667102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7666115,106.6719544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7681585,106.674124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7720427,106.6782222,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
10.7690264,106.6687554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
