,,10.7998784,10.8134247,10.7978284,10.8157989,10.7946863,10.8131176,10.8192283,10.8060348,10.8083802,10.8201375,10.821567,10.8219541,10.7895444,10.7932912,10.7988868,10.7909873,10.8097962,10.8119403,10.8166414,10.8165728,10.8154898,10.8125998,10.8067358,10.8007453,10.8017221,10.8069347,10.8026899,10.7924672,10.7970922,10.7984757,10.7941807,10.7973609,10.7998186,10.8163092,10.8105825,10.7911693,10.789077,10.8050533,10.8161202,10.809516,10.8033143,10.8064582,10.7926027,10.8122728,10.8095819,10.8017151,10.8004248,10.7974458,10.7988741,10.812785,10.8147881,10.8192417,10.8061841,10.8001295,10.7971341,10.8085267,10.811623,10.81517,10.800999,10.8032222,10.7984436,10.803469,10.8030537,10.8068188,10.8142925,10.81589,10.8123991,10.8169502,10.788856,10.8054613,10.8085535,10.8141551,10.8069419,10.8195505
,x2 values,106.6947423,106.7003489,106.7041058,106.7179884,106.6958035,106.7124416,106.7244978,106.6867725,106.6853548,106.7033906,106.701137,106.7060091,106.7178332,106.7174745,106.7172395,106.7184276,106.7120961,106.7120126,106.7070171,106.7059622,106.7070632,106.7158392,106.7145559,106.7173538,106.7133041,106.716118,106.7213331,106.6827486,106.7064704,106.7131913,106.7116346,106.6920327,106.7010903,106.7008019,106.7026868,106.7110553,106.7083991,106.6995542,106.7201342,106.6915269,106.7198332,106.7129761,106.7062441,106.6950522,106.71501,106.7144547,106.7062217,106.7032396,106.7068438,106.7010873,106.7078233,106.701325,106.6869645,106.7138974,106.7111097,106.6952241,106.6956041,106.7111437,106.713199,106.7092053,106.7042415,106.7046382,106.6999135,106.6951688,106.7000495,106.713109,106.7102153,106.7132317,106.71542,106.6991059,106.7140184,106.7090458,106.6969692,106.7032129
10.7999883,106.6965743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8038498,106.7003489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8028121,106.6930854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8100448,106.689395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8065324,106.6872238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8062797,106.6904654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8135059,106.6938767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
10.8086201,106.7038839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8201908,106.7024795,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
10.8043959,106.6982308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
10.8017789,106.7081803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10.7998784,10.8134247,10.7978284,10.8157989,10.7946863,10.8131176,10.8192283,10.8060348,10.8083802,10.8201375,10.821567,10.8219541,10.7895444,10.7932912,10.7988868,10.7909873,10.8097962,10.8119403,10.8166414,10.8165728,10.8154898,10.8125998,10.8067358,10.8007453,10.8017221,10.8069347,10.8026899,10.7924672,10.7970922,10.7984757,10.7941807,10.7973609,10.7998186,10.8163092,10.8105825,10.7911693,10.789077,10.8050533,10.8161202,10.809516,10.8033143,10.8064582,10.7926027,10.8122728,10.8095819,10.8017151,10.8004248,10.7974458,10.7988741,10.812785,10.8147881,10.8192417,10.8061841,10.8001295,10.7971341,10.8085267,10.811623,10.81517,10.800999,10.8032222,10.7984436,10.803469,10.8030537,10.8068188,10.8142925,10.81589,10.8123991,10.8169502,10.788856,10.8054613,10.8085535,10.8141551,10.8069419,10.8195505
,x3 values,106.6947423,106.7003489,106.7041058,106.7179884,106.6958035,106.7124416,106.7244978,106.6867725,106.6853548,106.7033906,106.701137,106.7060091,106.7178332,106.7174745,106.7172395,106.7184276,106.7120961,106.7120126,106.7070171,106.7059622,106.7070632,106.7158392,106.7145559,106.7173538,106.7133041,106.716118,106.7213331,106.6827486,106.7064704,106.7131913,106.7116346,106.6920327,106.7010903,106.7008019,106.7026868,106.7110553,106.7083991,106.6995542,106.7201342,106.6915269,106.7198332,106.7129761,106.7062441,106.6950522,106.71501,106.7144547,106.7062217,106.7032396,106.7068438,106.7010873,106.7078233,106.701325,106.6869645,106.7138974,106.7111097,106.6952241,106.6956041,106.7111437,106.713199,106.7092053,106.7042415,106.7046382,106.6999135,106.6951688,106.7000495,106.713109,106.7102153,106.7132317,106.71542,106.6991059,106.7140184,106.7090458,106.6969692,106.7032129
10.7999883,106.6965743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8038498,106.7003489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8028121,106.6930854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8100448,106.689395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8065324,106.6872238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8062797,106.6904654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8135059,106.6938767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8086201,106.7038839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8201908,106.7024795,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10.8043959,106.6982308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8017789,106.7081803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
