,,10.7816415,10.7744331,10.7880351,10.780708,10.7766297,10.7815654,10.7733159,10.7653317,10.7624427,10.7599255,10.7891193,10.785919,10.7912056,10.7643018,10.766692,10.7658902,10.7915832,10.7942896,10.7667984,10.7915217,10.7937869,10.7876074,10.786924,10.7687916,10.7770591,10.7789834,10.7783124,10.7781321,10.7796631,10.7759082,10.7802242,10.7689617,10.7706218,10.7684037,10.7859889,10.761083,10.7905873,10.7701603,10.7704987,10.7658364,10.7852483,10.7702198,10.7627591,10.7894139,10.7743224,10.7746188,10.7719537,10.7941355,10.7676675,10.767632,10.7838327,10.7711276,10.7716119,10.765353,10.7903636
,x2 values,106.6975222,106.7051053,106.7035736,106.696457,106.7039912,106.7000672,106.6932644,106.693287,106.6953623,106.6920225,106.6999228,106.6984544,106.7010514,106.6917231,106.6877655,106.7005239,106.6924717,106.6894868,106.7010399,106.6880446,106.6864603,106.698745,106.711273,106.6971722,106.7065429,106.7071898,106.7041839,106.7018932,106.6955005,106.7006517,106.6957904,106.6970826,106.6990993,106.6936397,106.702491,106.6922355,106.7003956,106.7039075,106.7048035,106.689633,106.7022261,106.6925234,106.6933065,106.700752,106.6950214,106.6980591,106.701466,106.6872779,106.6877616,106.691534,106.6970611,106.6946778,106.6898229,106.697789,106.6942742
10.770185,106.691297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.765572,106.697141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7619037,106.6916579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7826262,106.7046446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7596127,106.6918942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7623228,106.6882955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10.7816415,10.7744331,10.7880351,10.780708,10.7766297,10.7815654,10.7733159,10.7653317,10.7624427,10.7599255,10.7891193,10.785919,10.7912056,10.7643018,10.766692,10.7658902,10.7915832,10.7942896,10.7667984,10.7915217,10.7937869,10.7876074,10.786924,10.7687916,10.7770591,10.7789834,10.7783124,10.7781321,10.7796631,10.7759082,10.7802242,10.7689617,10.7706218,10.7684037,10.7859889,10.761083,10.7905873,10.7701603,10.7704987,10.7658364,10.7852483,10.7702198,10.7627591,10.7894139,10.7743224,10.7746188,10.7719537,10.7941355,10.7676675,10.767632,10.7838327,10.7711276,10.7716119,10.765353,10.7903636
,x3 values,106.6975222,106.7051053,106.7035736,106.696457,106.7039912,106.7000672,106.6932644,106.693287,106.6953623,106.6920225,106.6999228,106.6984544,106.7010514,106.6917231,106.6877655,106.7005239,106.6924717,106.6894868,106.7010399,106.6880446,106.6864603,106.698745,106.711273,106.6971722,106.7065429,106.7071898,106.7041839,106.7018932,106.6955005,106.7006517,106.6957904,106.6970826,106.6990993,106.6936397,106.702491,106.6922355,106.7003956,106.7039075,106.7048035,106.689633,106.7022261,106.6925234,106.6933065,106.700752,106.6950214,106.6980591,106.701466,106.6872779,106.6877616,106.691534,106.6970611,106.6946778,106.6898229,106.697789,106.6942742
10.770185,106.691297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.765572,106.697141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7619037,106.6916579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7826262,106.7046446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7596127,106.6918942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7623228,106.6882955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
