,,10.7395435,10.7355839,10.736024,10.7410496,10.736473,10.745388,10.7455875,10.732681,10.7340502,10.7328225,10.7440359,10.7379246,10.7380999,10.7148694,10.7371683,10.73616,10.7380236,10.7206342,10.7148464,10.725561,10.7412652,10.7458495,10.7122905,10.7405396,10.7486226,10.7331543,10.733614,10.7378654,10.741593,10.7489336,10.7433223,10.699249,10.7107447
,x2 values,106.6779713,106.6806243,106.6777391,106.6641434,106.6715647,106.6649497,106.6550128,106.652846,106.6534626,106.6443176,106.6521161,106.6549382,106.668433,106.6410855,106.6699552,106.6684699,106.6778656,106.6323425,106.6249225,106.6261241,106.6599825,106.6592169,106.6174564,106.6465634,106.6833165,106.6052491,106.6561693,106.6508792,106.6593726,106.6764587,106.6683005,106.610049,106.6176002
10.7471029,106.6893047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7461695,106.6836505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7447474,106.6834086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7424324,106.671732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7368051,106.6663545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7305615,106.6446502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7091893,106.6237735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.750026,106.678113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,6,6
10.7462972,106.6700854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.745029,106.662017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.748779,106.6647607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10.7395435,10.7355839,10.736024,10.7410496,10.736473,10.745388,10.7455875,10.732681,10.7340502,10.7328225,10.7440359,10.7379246,10.7380999,10.7148694,10.7371683,10.73616,10.7380236,10.7206342,10.7148464,10.725561,10.7412652,10.7458495,10.7122905,10.7405396,10.7486226,10.7331543,10.733614,10.7378654,10.741593,10.7489336,10.7433223,10.699249,10.7107447
,x3 values,106.6779713,106.6806243,106.6777391,106.6641434,106.6715647,106.6649497,106.6550128,106.652846,106.6534626,106.6443176,106.6521161,106.6549382,106.668433,106.6410855,106.6699552,106.6684699,106.6778656,106.6323425,106.6249225,106.6261241,106.6599825,106.6592169,106.6174564,106.6465634,106.6833165,106.6052491,106.6561693,106.6508792,106.6593726,106.6764587,106.6683005,106.610049,106.6176002
10.7471029,106.6893047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7461695,106.6836505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7447474,106.6834086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7424324,106.671732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7368051,106.6663545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7305615,106.6446502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7091893,106.6237735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.750026,106.678113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,6,0
10.7462972,106.6700854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.745029,106.662017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.748779,106.6647607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
