,,10.972735,10.960729,11.009036,11.0774679,10.9946905,10.9554858,10.9999646,11.1102882,10.9783475,10.9669537,11.0090534,10.955425,11.01362,10.9840731,10.9853307,10.9932983,10.9283771,10.9831875,11.0026284,10.9449669,10.9881623,10.9816452,11.11894,10.8717089,10.9735461,10.9851526,10.9696564,10.9836577,10.9798326,11.0368536,11.0314963,10.960979,10.9763165,10.9834671,10.9849142,10.9704837,10.9878731,10.9576563,11.0916362,10.9764366,10.9208864,10.980387,11.0768347,10.9305216,10.9471035,11.0597542,10.9828791,11.0501759,11.0202503,10.9824747,10.9811045,10.9820657,11.0206305,10.966493,10.9499556,11.0555319,10.9839825,11.0529554,10.9729498,11.1549818,10.9452909,10.9021275,11.0061976,10.9711865,11.1388399,10.996971,10.9851993,10.9702057,10.9675188,11.039227,10.8960846,10.835096,10.9437729,11.0706669,10.9607058,10.9920425,10.9436953,10.9789376,11.0251444,11.0352519,11.030699,11.0079664,10.928779,10.9755449,11.0219099
,x2 values,106.480356,106.5027591,106.4178693,106.5017787,106.5718829,106.5118557,106.4824238,106.4735632,106.5039378,106.4892615,106.4181286,106.5115282,106.4673265,106.4716425,106.4302818,106.4477902,106.6023325,106.5140021,106.4241525,106.4563405,106.5748296,106.4704846,106.498603,106.5958013,106.6398376,106.5586862,106.4888486,106.547164,106.61275,106.5604436,106.4444866,106.47841,106.6215578,106.5778516,106.5203693,106.517041,106.4937667,106.509039,106.5132481,106.5823391,106.6008797,106.5043581,106.5177456,106.5547012,106.5247739,106.4770814,106.5128407,106.4545863,106.5634791,106.5993401,106.5774527,106.5977488,106.5638001,106.5479253,106.6040569,106.4824805,106.5709668,106.5357842,106.6356237,106.4549448,106.5265347,106.6402805,106.4268575,106.4915165,106.473881,106.4488966,106.4564685,106.5518125,106.4875321,106.452292,106.5782841,106.856169,106.6464806,106.5207865,106.5263913,106.3862789,106.6460549,106.4920888,106.4847137,106.5226562,106.4879364,106.5339918,106.6077554,106.6233779,106.4588831
10.9729173,106.4934599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.0649712,106.4850017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.116864,106.5008776,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
10.9296343,106.6471406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.9798906,106.6164929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.034097,106.487063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.0389925,106.5360415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.0258355,106.5644609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
