,,10.7999339,10.7943353,10.8018384,10.8118829,10.8062584,10.8051172,10.775901,10.7842777,10.7816541,10.7776556,10.7744693,10.7728236,10.7755445,10.7802891,10.8041568,10.7610003,10.7661772,10.7663167,10.7684326,10.7668322,10.7701999,10.7750096,10.7747841,10.7785858,10.7807163,10.7722709,10.7894205,10.7889356,10.8014917,10.7963841,10.7703012,10.78951,10.7883539,10.7860911,10.8061464,10.8024308,10.7611075,10.7999737,10.7763177,10.8069203,10.8123231,10.8084279,10.803517,10.7843294,10.7947661,10.7750496,10.787297,10.7997185,10.7594282,10.7645402,10.80528,10.7785654,10.8096219,10.772083,10.786392,10.7867468,10.779327,10.8115996,10.7761348,10.7797381,10.781991,10.7745738,10.7839449,10.7972032,10.8078686,10.7765105,10.7839182,10.8138149,10.7820257,10.8024814,10.7947144,10.7770976
,x2 values,106.6348611,106.616655,106.6251527,106.6289167,106.617825,106.6231858,106.6344451,106.6397279,106.63765,106.6369251,106.6357741,106.6327312,106.6337604,106.6384172,106.6200492,106.6302233,106.633091,106.6281701,106.6341199,106.6351044,106.6385711,106.6400909,106.6353248,106.6351344,106.631479,106.6261544,106.6393604,106.6400542,106.6262555,106.6368951,106.6258607,106.6185849,106.6245215,106.6365296,106.6106977,106.6268623,106.6291045,106.6128979,106.6362476,106.6288344,106.6317596,106.6292506,106.6334971,106.64166,106.6352326,106.6344994,106.6220585,106.6192871,106.6334707,106.6325076,106.609316,106.6317792,106.633634,106.632209,106.6414589,106.6369826,106.6356445,106.6288701,106.6421585,106.6356954,106.629019,106.6234086,106.622433,106.6455313,106.6191025,106.6272118,106.6309033,106.6320374,106.6198881,106.6265188,106.6147691,106.6391853
10.7703012,106.6258607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7791277,106.6384205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7831614,106.6242432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7861715,106.6295121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7810226,106.6433377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7967677,106.6193447,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0
10.7948625,106.6317344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7923288,106.632563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
