,,10.8403375,10.8389824,10.8277596,10.8205124,10.8416318,10.8539627,10.8131875,10.8431557,10.8180835,10.8118747,10.816657,10.838523,10.849183,10.8464541,10.8439192,10.854439,10.8513437,10.8528894,10.843712,10.8150098,10.815869,10.8347959,10.8502494,10.8252421,10.8343553,10.8247536,10.8183384,10.8355874,10.8221315,10.8488453,10.8566957,10.8350633,10.8393509,10.8166108,10.8170155,10.8448523,10.8498768,10.844343,10.8492221,10.8156609,10.8282808,10.8235554,10.8379271,10.8356201,10.8276087,10.8413641,10.8382799,10.836628,10.8231913,10.809512,10.84261,10.8386779,10.8255716,10.8372182,10.8483269,10.8393897,10.8399234,10.8277501,10.8507461,10.8275609,10.8284785,10.824942,10.827184,10.831655,10.8326714,10.849175,10.8495459,10.8358301,10.8554446,10.8496622
,x2 values,106.6830588,106.6682728,106.687085,106.6832161,106.6344705,106.6574423,106.6759375,106.6656483,106.6912357,106.68464,106.6878768,106.6368009,106.674749,106.6767299,106.6736402,106.6492362,106.6533469,106.6468316,106.6357355,106.6827308,106.6762719,106.6670768,106.6827868,106.690703,106.6697019,106.6787186,106.6917231,106.6452257,106.6867717,106.6496336,106.6474699,106.6752476,106.6759023,106.6785669,106.6874896,106.6775107,106.6813185,106.647748,106.6782727,106.6890635,106.6332635,106.697631,106.676607,106.6611269,106.6793432,106.6527214,106.6357043,106.656898,106.6915314,106.692734,106.676983,106.6652904,106.6841025,106.6554915,106.6789858,106.675532,106.6469921,106.6760594,106.645341,106.6869748,106.6849156,106.679357,106.688409,106.6750191,106.6853893,106.664663,106.6785384,106.635845,106.6555147,106.6785769
10.817132,106.6887668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8201928,106.6832727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8224764,106.685349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8249969,106.6879228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8412183,106.6779234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8266251,106.6848934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8422664,106.6546427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8444517,106.6504856,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
