,,10.7153375,10.7155732,10.6964334,10.698154,10.6032077,10.7082608,10.7527947,10.7111829,10.6426542,10.7221957,10.7142686,10.719387,10.7139052,10.6705751,10.6734029,10.7026489,10.7150581,10.698042,10.7027323,10.6848195,10.6577023,10.6800649,10.7134577,10.6352069,10.6933194,10.6931691,10.6998027,10.7209204,10.6322642,10.7179732,10.7223625,10.7203767,10.7091593,10.7093628,10.7017676,10.7108769,10.7195375,10.7144154,10.7169639,10.7133812,10.7089826,10.722375,10.7186807,10.6852377,10.6994375,10.7087244,10.6802887,10.6515117,10.6923125,10.6430375,10.7225084,10.6754375,10.671863,10.6506527,10.6850953,10.633818,10.6832739,10.6927605,10.6836079,10.6345654,10.7142304,10.6671895,10.666058,10.6792582,10.682537,10.6946374,10.7063157,10.6751728,10.7199546,10.6779404,10.7070249,10.6770878,10.6542951,10.7005327,10.6372791,10.6419584,10.6534388,10.7142166,10.6730706,10.6331823,10.6711566
,x2 values,106.7040918,106.7028941,106.7397622,106.7405454,106.7416885,106.7026989,106.7280521,106.6876195,106.7309506,106.7019036,106.701489,106.7025798,106.701029,106.7181067,106.7327315,106.7237208,106.7043947,106.7049786,106.7388177,106.7476179,106.6898913,106.6999343,106.7046685,106.7353186,106.721199,106.7187704,106.7374037,106.7001734,106.7361105,106.6994391,106.7027656,106.7033473,106.709535,106.7097624,106.7147515,106.7032967,106.7009844,106.7005562,106.7020562,106.7065134,106.7042182,106.6998399,106.702583,106.7015337,106.7158125,106.7318383,106.7500025,106.7293611,106.7191875,106.7311094,106.6950241,106.6906875,106.734862,106.7302008,106.7014741,106.7356876,106.7467471,106.701328,106.7459853,106.7353814,106.7008561,106.7248992,106.7237749,106.6993865,106.733784,106.7406765,106.7391517,106.7613722,106.6988556,106.7550595,106.738098,106.7563812,106.729338,106.7041093,106.7474243,106.7331172,106.7291085,106.7008603,106.6979399,106.7623761,106.7222475
10.6962081,106.7347639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6135836,106.7394938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6562492,106.7289464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.677868,106.6993124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.678447,106.7541494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.693372,106.7038371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7060783,106.6885326,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10.7153375,10.7155732,10.6964334,10.698154,10.6032077,10.7082608,10.7527947,10.7111829,10.6426542,10.7221957,10.7142686,10.719387,10.7139052,10.6705751,10.6734029,10.7026489,10.7150581,10.698042,10.7027323,10.6848195,10.6577023,10.6800649,10.7134577,10.6352069,10.6933194,10.6931691,10.6998027,10.7209204,10.6322642,10.7179732,10.7223625,10.7203767,10.7091593,10.7093628,10.7017676,10.7108769,10.7195375,10.7144154,10.7169639,10.7133812,10.7089826,10.722375,10.7186807,10.6852377,10.6994375,10.7087244,10.6802887,10.6515117,10.6923125,10.6430375,10.7225084,10.6754375,10.671863,10.6506527,10.6850953,10.633818,10.6832739,10.6927605,10.6836079,10.6345654,10.7142304,10.6671895,10.666058,10.6792582,10.682537,10.6946374,10.7063157,10.6751728,10.7199546,10.6779404,10.7070249,10.6770878,10.6542951,10.7005327,10.6372791,10.6419584,10.6534388,10.7142166,10.6730706,10.6331823,10.6711566
